"MENU NAME","OPTION NUMBER","TYPE M/C/P","OPTION DESCRIPTION ENGLISH","OPTION DESCRIPTION FRENCH","OPTION DESCRIPTION SPANISH","COMMAND TO PROCESS OPTION","EFFECTIVE DATE OF OPTION","Hidden Needs Special Auth","Update Option =U","Usage Type R/I/M"
"DSJOBM381",3,"C","Save Reporting Groups","Enregistrer groupes déclarants","Salvar Grupos de Reporteo","CALL PGM(UT1009) PARM('P' '          ' 'Y' '      ' 'Y')","2007-08-25","N","Y",""
"DSJOBM381",4,"C","Maintain Cross Regional Contracts","Mettre à jour contacts interrégionaux","Mtto de Contratos Intra Regionales","CALL NA0080 'M'","2006-12-02","N","Y",""
"DSJOBM381",13,"C","Qualified Sales Adjustments","Redressements ventes qualifiées","Ajustes de Ventas Calificados","CALL DS0113","2006-12-02","N","Y",""
"DSJOBM381",14,"C","Cross Regional Contracts Inquiry","Requête sur les contacts interrégionaux","Consulta de Contratos Intra Regional","CALL NA0080 'I'","2006-12-02","N","N",""
"DSJOBM381",15,"C","Qualified Sales Customer/Item Exceptions","Exceptions client/article ventes qualifiées","Excepciones de Clientes/Items de Ventas Calificadas","CALL BN0832 'M'","2007-02-10","N","N",""
"DSJOBM381",16,"C","Cross Regional Group Security Maintenance","Mise à jour sécurité groupe interrégional","Mtto de la Seguridad de Grupos Intra Regional","CALL BNAGR03 PARM('M' 'C' '      ')","2007-07-02","N","Y",""
"DSJOBM381",17,"C","Cross Regional Group Security Inquiry","Requête sur la sécurité groupe interrégional","Consulta de Seguridad de Grupos Intra Regional","CALL BNAGR03 PARM('I' 'C' '      ')","2007-07-02","N","N",""
"DSJOBM381",60,"M","Cross Regional Report Menu","Menu de rapports interrégionaux","Menu de Reportes Intra Regional","DSJOBM38R","2005-02-12","N","N",""
"DSJOBM381",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM80",2,"C","Set-up Job Queue Submission","Configurer soumission de file d'attente de travaux","Establecer envío de Filas de Trabajo","CALL DS0102","2005-02-12","N","Y",""
"DSJOBM80",3,"P","Update Robot Company File","Actualiser le fichier de collecteurs de la cie","Actualizar Archivo de Compañía Robot","CALL ROB001MU","2005-02-12","N","Y",""
"DSJOBM80",4,"P","Maintain Corporate Program E-Mail File","Mettre à jour fichier de courriel du programme de l'entreprise","Mtto del programa del correo elect Corporativo","CALL EM0001MU","2005-02-12","N","Y",""
"DSJOBM80",6,"C","PO E-mail Message Text","Texte du courriel de la CA","Mensaje de Texto de Correo Electrónico en OC","CALL PO0064","2005-02-12","N","Y",""
"DSJOBM80",8,"C","Maintain Exchange Rate File","Mettre à jour fichier taux de change","Mantenimiento del Tipo de Cambio","CALL DSX701","2005-02-12","N","Y",""
"DSJOBM80",9,"P","Maintain UPS Daily Shipments (AR Traffic)","Mettre à jour envois quotidiens UPS (acheminement CC)","Mtto de envíos diarios por UPS (AR Traffic)","CALL ART060MU","2005-02-12","N","Y",""
"DSJOBM80",10,"C","Correct UPS Duplicate Shipments (AR Traffic)","Corriger envois UPS doubles (acheminement CC)","AR Traffic - Corregir Envíos de UPS Duplicados","CALL ART026MU","2005-05-07","N","Y",""
"DSJOBM80",12,"C","Change Password","Changer le mot de passe","Cambiar Contraseña","CALL CHGPWDMU","2005-08-01","N","N",""
"DSJOBM80",13,"P","GL Close Files to Save","GL - Fermer fichiers à enregistrer","Archivar archivos Cerrados de LM","CALL GL0009MU","2007-03-10","N","Y",""
"DSJOBM80",14,"P","Sales Analysis Spreadsheet","Feuille de calcul analyse des ventes","Hoja de Calculo de Análisis de Ventas","CALL SL0001MU","2006-03-11","N","N",""
"DSJOBM80",15,"C","Maintain DSCOREG","Mettre à jour DSCOREG","Mtto de DSCOREG","CALL COREG01","2007-10-06","N","Y",""
"DSJOBM80",16,"C","SSE User Report Selection","Sélection de rapports d'utilisateurs SSE","Selección de Reportes de Usuarios SSE","CALL DS0006CL","2006-12-04","N","N",""
"DSJOBM80",17,"C","Vendor Rebates Sent EDI Maintenance","Ristournes fournisseurs envoyées pour mise à jour EDI","Mtto de Rebates de Proveedor enviados por EDI","CALL EDIPT04","2006-08-18","N","Y",""
"DSJOBM80",18,"C","Reset PO Status from 2 to 1","Réinitialiser états de la CA de 2 à 1","Reset PO Status from 2 to 1","CALL POB070","2008-09-10","N","Y",""
"DSJOBM80",19,"C","Create EDI Vendor Test PO","Créer CA de test EDI fournisseur","Create EDI Vendor Test PO","CALL PGM(BLDPO1CL)","2008-09-20","N","Y",""
"DSJOBM80",20,"C","Remove A/P Vendor Invoices from APVIN.. Files","Supprimer factures CF fournisseur des fichiers APVIN","Remove A/P Vendor Invoices from APVIN.. Files","CALL APM005","2011-09-27","N","Y",""
"DSJOBM80",21,"P","Copy EDI Customer PO for Testing","Copier CA client EDI aux fins de tests","Copy EDI Customer PO for Testing","CALL PGM(BLDPO2MU)","2012-03-02","N","N",""
"DSJOBM80",22,"C","Verify Port 5012 is running for PayWare","Vérifier que le port 5012 fonctionne pour PayWare","Verify Port 5012 is running for PayWare","CALL RITALOGCL PARM('N')","2013-01-30","N","N",""
"DSJOBM80",25,"C","Corporate Level Vendor Conversion","Conversion de fournisseur au niveau de l'entreprise","Conversión Del Vendedor Nivel Corporación","CALL VCLVNV PARM('C')","2014-01-14","N","Y",""
"DSJOBM80",26,"C","Vendor Conversion Priority Maintenance","Mise à jour priorité de conversion de fournisseur","Prioridades De Conversiónes De Vendedor","CALL VCLVNV PARM('M')","2014-01-14","N","Y",""
"DSJOBM80",27,"P","Reset Data in BLRATEP to be resent to Cass","Réinitialiser données dans BLRATEP pour renvoi à Cass","Reset Data in BLRATEP to be resent to Cass","CALL CAS009MU","2014-04-10","N","U",""
"DSJOBM80",28,"C","Freight Rerating Audit File Inquiry","Requête sur le fichier de vérification reclassification de fret","Freight Rerating Audit File Inquiry","CALL ART008A","2015-01-28","N","N",""
"DSJOBM80",29,"C","Maintain Corporate Level Country Code","Maintain Corporate Level Country Code","Maintain Corporate Level Country Code","CALL DS0080 PARM('M')","2016-11-11","N","Y","M"
"DSJOBM80",60,"M","Corporate Job Report Menu","Menu historique du travail au niveau de l'entreprise","Menu de Reportes de Trabajos Corporativos","DSJOBM80R","2005-02-12","N","N",""
"DSJOBM80",89,"M","Conversion Menu","Menu de conversion","Menu de Conversiones","DSJOBMCV","2005-03-26","N","Y",""
"DSJOBM80",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM80R",60,"M","Corporate Job Menu","Menu de travail de l'entreprise","Menu de Trabajos Corporativos","DSJOBM80","2005-02-12","N","N",""
"DSJOBM80R",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"GLMENU00",1,"M","Accounts & Period Maintenance Menu","Menu de maintenance Comptes et Période","Menu de Mtto a Cuentas y Periodos","GLMENU01","2005-02-12","N","N",""
"GLMENU00",2,"M","Entry & Posting Menu","Menu Entrées et Publications","Menu de Ingreso y Procesamiento","GLMENU02","2005-02-12","N","N",""
"GLMENU00",11,"M","Financial Statement Menu","Menu États financiers","Menu de Estados Financieros","GLMENU11","2005-02-12","N","N",""
"GLMENU00",20,"M","Month-End / Year-End Menu","Menu fin du mois / fin de l'année","Menu de Fin de Mes / Fin de Año","GLMENU20","2005-02-12","N","N",""
"GLMENU00",40,"C","G/L System Support","Soutien système G/L","Soporte de Sistema del Libro Mayor","CALL GLSYSOPTCL","2005-02-12","N","Y",""
"GLMENU00",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"GLMENU01",1,"P","Chart of Accounts Maintenance Menu","Menu de maintenance du plan de comptes","Mtto del Catalogo de Cuentas","CALL GLMANTMU","2005-02-12","N","Y",""
"GLMENU01",2,"P","Chart of Accounts Inquiry","Requête sur les plans de comptes","Consulta del Catalogo de Cuentas","CALL GLCINQ01MU","2005-02-12","N","N",""
"GLMENU01",3,"P","Duplicate Chart Of Accounts: Companies","Double du plan de comptes : Compagnies","Duplicar Catálogo de Cuentas: Compañías","CALL DUPSEL01MU","2005-02-12","N","Y",""
"GLMENU01",4,"P","Duplicate Chart Of Accounts: Divisions","Double du plan de comptes : Divisions","Duplicar Catálogo de Cuentas: Divisiones","CALL DUPSEL02MU","2005-02-12","N","Y",""
"GLMENU01",5,"P","Duplicate Chart Of Accounts: Departments","Double du plan de comptes : Services","Duplicar Catálogo de Cuentas: Departamentos","CALL DUPSEL03MU","2005-02-12","N","Y",""
"GLMENU01",6,"C","Balance Sheet Account Inquiry","Requête sur le compte de bilan","Balance Sheet Account Inquiry","CALL PGM(GL0102) PARM('I')","2012-09-14","N","Y",""
"GLMENU01",10,"C","Accounting Period Calendar Inquiry","Accounting Period Calendar Inquiry","Accounting Period Calendar Inquiry","CALL ACTPER","2005-02-12","N","Y",""
"GLMENU01",16,"P","Corporate Rebates Budget/Accrual Inquiry","Requête sur le budget/accroissement ristournes d'entreprise","Rebate Corporativo - Consulta de Presupuesto - Reserva","CALL CR0100IMU","2005-03-21","Y","N",""
"GLMENU01",17,"P","Division Rebates Budget/Accrual Inquiry","Requête sur le budget/accroissement ristournes de division","Division Rebates Budget/Accrual Inquiry","CALL DR0100IMU","2014-11-07","Y","N",""
"GLMENU01",20,"C","Maintain Multiple Budgets","Mettre à jour plusieurs budgets","Mtto de Presupuestos Múltiples","CALL GLBUDG","2005-02-12","N","Y",""
"GLMENU01",60,"M","Accounts & Period Maintenance Reports Menu","Menu de rapports de mise à jour des comptes et périodes","Menu de Reportes de Mtto de Cuentas y Periodos","GLMENU01R","2005-02-12","N","N",""
"GLMENU01",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"GLMENU01R",1,"P","Print Chart Of Accounts","Imprimer plan de comptes","Imprimir Catalogo de Cuentas","CALL GL0120MU","2005-02-12","N","N",""
"GLMENU01R",2,"P","Print Company Master File","Imprimer fichier maître de la compagnie","Imprimir Archivo Maestros de la Compañía","CALL GL0014MU","2005-02-12","N","N",""
"GLMENU01R",3,"P","Print Major Account Master File","Imprimer fichier maître clients importants","Imprimir Catálogo de Cuentas de Mayor","CALL GL0034MU","2005-02-12","N","N",""
"GLMENU01R",4,"P","Print Minor Account List For Balance Sheet Accounts","Imprimer liste des clients moins importants pour les comptes du bilan","Imprimir Cuentas de Menor para Cuentas de Balance","CALL GL0060MU","2005-02-12","N","N",""
"GLMENU01R",5,"P","Print Minor Account Master List For P & L Accounts","Imprimer liste maître des clients moins importants pour les comptes de","Imprimir Cuentas de Menor para Cuentas de Estado de Res","CALL GL0024MU","2005-02-12","N","N",""
"GLMENU01R",6,"P","Print Budget Worksheet","Imprimer feuille de travail du budget","Imprimir Hoja de Trabajo de Presupuestos","CALL GL0122MU","2005-02-12","N","N",""
"GLMENU01R",60,"M","Accounts & Period Maintenance Menu","Menu de mise à jour des comptes et périodes","Menu de Mtto a Cuentas y Periodos","GLMENU01","2005-02-12","N","N",""
"GLMENU01R",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"GLMENU02",1,"P","General Journal Batch Entry","Entrée par lot dans le journal général","Ingreso de Lote en Libro Mayor","CALL GLENTRMU","2005-02-12","N","Y",""
"GLMENU02",2,"P","Display Journal Entry Batch Status","Afficher l'état de l'entrée par lot dans le journal","Desplegar estatus de Lote de Ingresos de Mayor","CALL GL0005MU","2005-02-12","N","N",""
"GLMENU02",3,"P","Chart Of Accounts Inquiry","Requête sur le plan de comptes","Consulta del Catalogo de Cuentas","CALL GLCINQ01MU","2005-02-12","N","N",""
"GLMENU02",4,"C","General Ledger Transaction Inquiry","Requête sur les opérations de grand livre","Consulta de Transacciones del Libro Mayor","CALL GLINQ$","2005-02-12","N","N",""
"GLMENU02",5,"C","General Ledger Account Balance Inquiry","Requête solde des comptes du grand livre","Consulta de Balance por Cuenta del Libro Mayor","CALL GLBINQ","2005-02-12","N","N",""
"GLMENU02",10,"C","Auto Allocation File Maintenance","Mise à jour de fichiers d'allocation automatique","Mtto del archivo de Auto Ubicación","CALL ALCMNT","2005-02-12","N","Y",""
"GLMENU02",11,"P","Recurring Journal Entry Maintenance","Mise à jour écritures de journal régulières","Mtto del Ingreso de Pólizas Recurrentes","CALL GL0150MU","2005-02-12","N","Y",""
"GLMENU02",20,"C","Amortization","Amortissement","Amortización","CALL INTCLC","2005-02-12","N","Y",""
"GLMENU02",23,"P","Multi-Company Journal Entry","Entrée du journal multicompagnie","Ingreso de Pólizas Multi-Compañía","CALL GLENTRMCMU","2005-02-12","N","Y",""
"GLMENU02",24,"P","Recurring Multi-Co. J/E Maintenance","Mise à jour Entrée du journal multicompagnie récurrente","Mtto del Ingreso de Pólizas Recurrentes para Multi Cias","CALL GL0150MCMU","2005-02-12","N","Y",""
"GLMENU02",60,"M","General Ledger Entry & Posting Reports Menu","Menu écritures journal et états relatifs aux comptabilisations du GL","Menu de Reportes de Ingreso y Proc del Libro Mayor","GLMENU02R","2005-02-12","N","N",""
"GLMENU02",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"GLMENU02R",1,"P","Print Trial Balance","Imprimer balance de vérification","Imprimir Balance de Cuentas","CALL GLTRIALMU","2005-02-12","N","N",""
"GLMENU02R",2,"P","Print Trial Balance By Major Account","Imprimer balance de vérification selon le client important","Imprimir Balance de Cuentas por Cuentas de Mayor","CALL AS0043CLMU","2005-02-12","N","N",""
"GLMENU02R",3,"P","Print Trial Balance By Minor Account","Imprimer balance de vérification selon le client moins important","Imprimir Balance de Cuentas por Cuentas de Menor","CALL AS0050MU","2005-02-12","N","N",""
"GLMENU02R",10,"P","Print Auto Allocation File Data","Imprimer données des fichiers d'allocation automatique","Imprimir Datos de Auto Ubicación","CALL ALCLISTMU","2005-02-12","N","N",""
"GLMENU02R",11,"P","Print Recurring Journal Entries","Imprimer écritures de journal récurrentes","Imprimir Pólizas Recurrentes","CALL GL0151MU","2005-02-12","N","N",""
"GLMENU02R",12,"P","Print Trial Balance For Multi-Co By Account","Imprimer balance de vérification pour multicie selon le compte","Imprimir Balance de Cuentas para Varias Compañías por Cta","CALL GLTRIALAMU","2005-02-12","N","N",""
"GLMENU02R",15,"P","Corp Multi-Co Entry Review Report","Rapport d'examen écritures multicie d'entreprise","Corp Multi-Co Entry Review Report","CALL GLR001MU","2010-07-17","N","N",""
"GLMENU02R",20,"P","Add On Charge Spreadsheet","Feuille de calcul frais supplémentaires","Add On Charge Spreadsheet","CALL GL0203MU","2008-08-16","N","N",""
"GLMENU02R",60,"M","General Ledger Entry & Posting Menu","Menu écritures et reports du grand livre","Menu de Ingreso y Procesamiento del Libro Mayor","GLMENU02","2005-02-12","N","N",""
"GLMENU02R",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"GLMENU11",1,"C","Statement Structure File Maintenance","Mise à jour du fichier de structure des états","Mtto de la estructura de Estados Financieros","CALL FS0002","2005-02-12","N","Y",""
"GLMENU11",2,"C","Report Definition File Maintenance","Mise à jour du fichier de spécification des rapports","Mtto de la Definición de los Reportes","CALL FS0001","2005-02-12","N","Y",""
"GLMENU11",3,"C","Alternate Percent Maintenance","Mise à jour des pourcentages alternatifs","Mtto de Porcentaje Alternativo","CALL FS0004","2005-02-12","N","Y",""
"GLMENU11",4,"C","Financial Ratio Maintenance","Mise à jour du ratio financier","Mtto de Razones Financieras","CALL FS0005","2005-02-12","N","Y",""
"GLMENU11",5,"P","Print Report Definition File","Imprimer fichier de spécification des rapports","Imprimir Archivo de Definición de Reportes","CALL FSB005MU","2005-02-12","N","N",""
"GLMENU11",6,"P","Print Statement Structure File","Imprimer fichier de structure des états","Imprimir Archivo de estructura de Estados Financieros","CALL FSB004MU","2005-02-12","N","N",""
"GLMENU11",7,"P","Print Financial Statements","Imprimer états financiers","Imprimir Estados Financieros","CALL FS0003MU","2005-02-12","N","N",""
"GLMENU11",8,"P","Print G/L To Financial Statement Cross Reference","Imprimer renvois entre G/L et état financier","Imprimir Referencia de LM con Estados Financieros","CALL FSXREFCLMU","2005-02-12","N","N",""
"GLMENU11",9,"P","Print Average of Periods/Weeks Report","Imprimer rapport Moyennes des périodes/semaines","Imprimir Promedios de Periodo/Semana","CALL GL0130MU","2005-02-12","N","N",""
"GLMENU11",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"GLMENU20",1,"P","Month-End General Ledger Update","Mise à jour de fin du mois du grand livre","Actualización de Fin de Mes de Libro Mayor","CALL GLMTHMU","2005-02-12","N","Y",""
"GLMENU20",11,"M","Financial Statement Menu","Menu des états financiers","Menu de Estados Financieros","GLMENU11","2005-02-12","N","N",""
"GLMENU20",20,"C","Set-Up Valid Accounting Months","Configuration des mois comptables valables","Establecer Meses Contables Validos","CALL GLDTE","2005-02-12","N","Y",""
"GLMENU20",30,"P","Year-End General Ledger Closing","Clôture de fin de l'année du grand livre","Cierre de Fin de Año de Libro Mayor","CALL GL0900MU","2005-02-12","N","Y",""
"GLMENU20",31,"P","Re-Open Temp Closed Companies","Rouvrir les compagnies fermées temporairement","Re Abrir Compañías Temporalmente Cerradas","CALL GL0903MU","2005-02-12","N","Y",""
